walk,-32750,-22099,313,157
walk,-32750,-22044,321,161
walk,-32750,-21977,322,165
walk,-32750,-21915,322,165
walk,-32750,-21929,322,158
walk,-32750,-21894,323,161
walk,-32750,-21811,323,172
walk,-32750,-21796,321,173
walk,-32750,-21764,322,161
walk,-32750,-21718,330,103
walk,-32750,-21698,367,99
walk,-32750,-21667,380,103
walk,-32750,-21625,356,99
walk,-32750,-21611,325,103
walk,-32750,-21633,282,99
walk,-32750,-21671,272,103
walk,-32750,-21711,317,103
walk,-32750,-21663,430,161
walk,-32750,-21663,501,165
walk,-32750,-21663,549,165
walk,-32750,-21655,562,162
walk,-32750,-21614,561,165
walk,-32750,-21590,562,165
walk,-32750,-21568,562,161
walk,-32750,-21558,575,165
walk,-32750,-21559,637,165
walk,-32750,-21556,696,149
walk,-32750,-21544,742,151
walk,-32750,-21476,749,156
walk,-32750,-21397,751,162
walk,-32750,-21341,752,162
walk,-32750,-21331,752,162
walk,-32750,-21257,753,157
walk,-32750,-21219,753,171
walk,-32750,-21147,753,100
walk,-32750,-21131,720,96
walk,-32750,-21107,700,96
walk,-32750,-21052,709,96
walk,-32750,-21037,736,96
walk,-32750,-21035,775,96
walk,-32750,-21093,812,100
walk,-32750,-21085,812,100
walk,-32750,-21087,865,169
walk,-32750,-21086,947,162
walk,-32750,-21086,995,162
walk,-32750,-21085,1052,159
walk,-32750,-21086,1095,162
walk,-32750,-21078,1152,167
walk,-32750,-21062,1172,154
walk,-32750,-21083,1106,158
walk,-32750,-21087,946,162
walk,-32750,-21085,877,169
walk,-32750,-21093,814,100
walk,-32750,-21124,769,95
walk,-32750,-21113,714,96
walk,-32750,-21086,677,100
walk,-32750,-21086,643,160
walk,-32750,-21086,572,162
walk,-32750,-21087,525,162
walk,-32750,-21104,513,162
walk,-32750,-21157,515,161
walk,-32750,-21177,515,162
walk,-32750,-21190,509,162
walk,-32750,-21191,430,168
walk,-32750,-21190,387,169
walk,-32750,-21190,327,71
walk,-32750,-21190,319,71
walk,-32750,-21157,325,71
walk,-32750,-21137,301,71
walk,-32750,-21130,290,73
walk,-32750,-21145,307,71
walk,-32750,-21199,314,69
walk,-32750,-21225,321,71
walk,-32750,-21244,306,71
walk,-32750,-21252,279,70
walk,-32750,-21254,254,69
walk,-32750,-21245,186,70
walk,-32750,-21234,170,71
walk,-32750,-21186,172,71
walk,-32750,-21161,161,71
walk,-32750,-21182,174,69
